,Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
6591,everyday socks (Brown),['Brown'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks0.png'],['Marlo']
6592,everyday socks (Beige),['Beige'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks4.png'],['Marlo']
6593,everyday tights (White),['White'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights3.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6594,everyday tights (Light gray),['Light gray'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights1.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6595,everyday tights (Gray),['Gray'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights2.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6596,everyday tights (Black),['Black'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights0.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6597,everyday tights (Navy blue),['Navy blue'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights4.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6598,everyday tights (Beige),['Beige'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailytights5.png'],"['Felicity', 'Murphy', 'Savannah', 'Sprinkle']"
6599,fishnet tights (White),['White'],No,480,120,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights1.png'],"['Diana', 'Bertha', 'Reneigh']"
6600,fishnet tights (Black),['Black'],No,480,120,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights0.png'],"['Diana', 'Bertha', 'Reneigh']"
6601,fishnet tights (Red),['Red'],No,480,120,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAmitights2.png'],"['Diana', 'Bertha', 'Reneigh']"
6602,flowery-dot tights (White),['White'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot0.png'],"['Beardo', 'Shari', 'Sally']"
6603,flowery-dot tights (Black),['Black'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot4.png'],"['Beardo', 'Shari', 'Sally']"
6604,flowery-dot tights (Pink),['Pink'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot1.png'],"['Beardo', 'Shari', 'Sally']"
6605,flowery-dot tights (Yellow),['Yellow'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot3.png'],"['Beardo', 'Shari', 'Sally']"
6606,flowery-dot tights (Blue),['Blue'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFlowerdot2.png'],"['Beardo', 'Shari', 'Sally']"
6607,frilly knee-high socks (Black),Black,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee0.png,"['Portia', 'Margie']"
6608,frilly knee-high socks (Red),Red,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee2.png,"['Portia', 'Margie']"
6609,frilly knee-high socks (Pink),Pink,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee5.png,"['Portia', 'Margie']"
6610,frilly knee-high socks (Brown),Brown,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee3.png,"['Portia', 'Margie']"
6611,frilly knee-high socks (Yellow),Yellow,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee7.png,"['Portia', 'Margie', 'Victoria']"
6612,frilly knee-high socks (Green),Green,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee1.png,"['Portia', 'Margie']"
6613,frilly knee-high socks (Mint),Mint,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee4.png,"['Portia', 'Margie']"
6614,frilly knee-high socks (Purple),Purple,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexFrilledknee6.png,"['Portia', 'Margie']"
6615,frilly socks (White),['White'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled0.png'],['Marcie']
6616,frilly socks (Pink),['Pink'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled2.png'],['Marcie']
6617,frilly socks (Yellow),['Yellow'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled1.png'],"['Victoria', 'Marcie']"
6618,frilly socks (Green),['Green'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled3.png'],['Marcie']
6619,frilly socks (Blue),['Blue'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled5.png'],['Marcie']
6620,frilly socks (Purple),['Purple'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFrilled4.png'],['Marcie']
6621,funny-face socks (Black),Black,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter4.png,"['Daisy', 'Elmer']"
6622,funny-face socks (Red),Red,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter2.png,"['Daisy', 'Elmer']"
6623,funny-face socks (Pink),Pink,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter0.png,"['Daisy', 'Elmer']"
6624,funny-face socks (Green),Green,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter3.png,"['Daisy', 'Elmer']"
6625,funny-face socks (Blue),Blue,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCharacter1.png,"['Daisy', 'Elmer']"
6626,garter socks (White),White,No,980,245,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter1.png,['Tiffany']
6627,garter socks (Black),Black,No,980,245,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter0.png,"['Moe', 'Tiffany']"
6628,garter socks (Red),Red,No,980,245,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter3.png,['Tiffany']
6629,garter socks (Purple),Purple,No,980,245,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexGarter2.png,['Tiffany']
6630,geometric-print socks (Pink),['Pink'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo4.png'],"['Daisy', 'Elmer']"
6631,geometric-print socks (Yellow),['Yellow'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo0.png'],"['Daisy', 'Elmer']"
6632,geometric-print socks (Green),['Green'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo5.png'],"['Daisy', 'Elmer']"
6633,geometric-print socks (Peacock blue),['Peacock blue'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo1.png'],"['Daisy', 'Elmer']"
6634,geometric-print socks (Purple),['Purple'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo2.png'],"['Daisy', 'Elmer']"
6635,geometric-print socks (Beige),['Beige'],No,950,237,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexChimayo3.png'],"['Daisy', 'Elmer']"
6636,hand-knit socks (Orange),['Orange'],No,700,175,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit2.png'],"['Bertha', 'Elmer', 'Candi']"
6637,hand-knit socks (Green),['Green'],No,700,175,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit0.png'],"['Bertha', 'Elmer', 'Candi']"
6638,hand-knit socks (Purple),['Purple'],No,700,175,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHandknit1.png'],"['Bertha', 'Elmer', 'Candi']"
6639,holey socks (Blue),Blue,No,NFS,10,Recycle box,,Not for sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexHole0.png,"['Chow', 'Cobb']"
6640,holey socks (Navy blue),Navy blue,No,NFS,10,Recycle box,,Not for sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexHole1.png,"['Chow', 'Cobb']"
6641,holey socks (White),White,No,NFS,10,Recycle box,,Not for sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexHole2.png,"['Chow', 'Cobb']"
6642,holey tights (Black),['Black'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights0.png'],
6643,holey tights (Red),['Red'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights3.png'],
6644,holey tights (Pink),['Pink'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights1.png'],
6645,holey tights (Yellow),['Yellow'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights7.png'],
6646,holey tights (Green),['Green'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights5.png'],
6647,holey tights (Light blue),['Light blue'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights2.png'],
6648,holey tights (Blue),['Blue'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights6.png'],
6649,holey tights (Purple),['Purple'],No,350,87,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHoletights4.png'],
6650,horizontal-striped tights (White),['White'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween2.png'],
6651,horizontal-striped tights (Black),['Black'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween5.png'],
6652,horizontal-striped tights (Red),['Red'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween4.png'],
6653,horizontal-striped tights (Orange),['Orange'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween0.png'],
6654,horizontal-striped tights (Green),['Green'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween3.png'],
6655,horizontal-striped tights (Purple),['Purple'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexHalloween1.png'],
6656,Kerokerokeroppi socks,[nan],No,720,180,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKeroppi0.png'],['Toby']
6657,kiddie socks (Black & gray),Black & gray,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids7.png,['Marcie']
6658,kiddie socks (Red & light blue),Red & light blue,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids0.png,['Marcie']
6659,kiddie socks (Pink & yellow),Pink & yellow,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids6.png,['Marcie']
6660,kiddie socks (Yellow & purple),Yellow & purple,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids3.png,['Marcie']
6661,kiddie socks (Lime & pink),Lime & pink,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids2.png,['Marcie']
6662,kiddie socks (Light blue & red),Light blue & red,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids4.png,['Marcie']
6663,kiddie socks (Blue & orange),Blue & orange,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids1.png,['Marcie']
6664,kiddie socks (Purple & green),Purple & green,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexKids5.png,['Marcie']
6665,Kiki & Lala socks,[nan],No,720,180,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,Not in catalog,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKikilala0.png'],['Étoile']
6666,knee bandages,,No,240,60,Able Sisters,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexBandage0.png,"['Stinky', 'Hospital']"
6667,knee braces (Black & red),Black & red,No,540,135,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexProtector0.png,['School']
6668,knee braces (Black & blue),Black & blue,No,540,135,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexProtector1.png,['School']
6669,knee braces (Black & yellow),Black & yellow,No,540,135,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexProtector2.png,['School']
6670,knee braces (Black & pink),Black & pink,No,540,135,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexProtector3.png,['School']
6671,knee braces (White & black),White & black,No,540,135,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexProtector4.png,['School']
6672,Labelle socks (Midnight),['Midnight'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks1.png'],
6673,Labelle socks (Passion),['Passion'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks2.png'],
6674,Labelle socks (Love),['Love'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks5.png'],
6675,Labelle socks (Sunset),['Sunset'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks4.png'],
6676,Labelle socks (Ocean),['Ocean'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks3.png'],
6677,Labelle socks (Twilight),['Twilight'],No,940,235,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatesocks0.png'],
6678,Labelle tights (Midnight),['Midnight'],No,1240,310,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights1.png'],
6679,Labelle tights (Passion),['Passion'],No,1240,310,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights2.png'],
6680,Labelle tights (Love),['Love'],No,1240,310,Label,Added to Able Sisters stock rotation the day after receiving this item from Label,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexKatetights5.png'],
